"","Avg mph","site","Time Period Ending"
"1804",27,30361338,16:29:00
"1805",26,30361338,16:44:00
"1806",28,30361338,16:59:00
"1807",26,30361338,17:14:00
"1808",26,30361338,17:29:00
"1809",28,30361338,17:44:00
"1810",27,30361338,17:59:00
"1811",26,30361338,18:14:00
"1812",23,30361338,18:29:00
"1813",26,30361338,18:44:00
"1814",29,30361338,18:59:00
"1815",30,30361338,19:14:00
"1816",29,30361338,19:29:00
"1817",31,30361338,19:44:00
"1818",29,30361338,19:59:00
"1819",32,30361338,20:14:00
"1820",30,30361338,20:29:00
"1821",32,30361338,20:44:00
"1822",30,30361338,20:59:00
"1823",33,30361338,21:14:00
"1824",31,30361338,21:29:00
"1825",29,30361338,21:44:00
"1826",30,30361338,21:59:00
"1827",31,30361338,22:14:00
"1828",32,30361338,22:29:00
"1829",31,30361338,22:44:00
"1830",33,30361338,22:59:00
"1831",29,30361338,23:14:00
"1832",37,30361338,23:29:00
"1833",35,30361338,23:44:00
"1834",38,30361338,23:59:00
"1835",31,30361338,00:14:00
"1836",34,30361338,00:29:00
"1837",36,30361338,00:44:00
"1838",39,30361338,00:59:00
"1839",34,30361338,01:14:00
"1840",32,30361338,01:29:00
"1841",41,30361338,01:44:00
"1842",34,30361338,01:59:00
"1843",45,30361338,02:14:00
"1844",38,30361338,02:29:00
"1845",36,30361338,02:44:00
"1846",37,30361338,02:59:00
"1847",42,30361338,03:14:00
"1848",39,30361338,03:29:00
"1849",38,30361338,03:44:00
"1850",33,30361338,03:59:00
"1851",37,30361338,04:14:00
"1852",35,30361338,04:29:00
"1853",33,30361338,04:44:00
"1854",35,30361338,04:59:00
"1855",32,30361338,05:14:00
"1856",33,30361338,05:29:00
"1857",29,30361338,05:44:00
"1858",30,30361338,05:59:00
"1859",30,30361338,06:14:00
"1860",31,30361338,06:29:00
"1861",31,30361338,06:44:00
"1862",30,30361338,06:59:00
"1863",28,30361338,07:14:00
"1864",27,30361338,07:29:00
"1865",27,30361338,07:44:00
"1866",28,30361338,07:59:00
"1867",27,30361338,08:14:00
"1868",28,30361338,08:29:00
"1869",27,30361338,08:44:00
"1870",28,30361338,08:59:00
"1871",28,30361338,09:14:00
"1872",25,30361338,09:29:00
"1873",28,30361338,09:44:00
"1874",27,30361338,09:59:00
"1875",28,30361338,10:14:00
"1876",27,30361338,10:29:00
"1877",27,30361338,10:44:00
"1878",26,30361338,10:59:00
"1879",19,30361338,11:14:00
"1880",22,30361338,11:29:00
"1881",25,30361338,11:44:00
"1882",26,30361338,11:59:00
"1883",21,30361338,12:14:00
"1884",22,30361338,12:29:00
"1885",27,30361338,12:44:00
"1886",28,30361338,12:59:00
"1887",27,30361338,13:14:00
"1888",12,30361338,13:29:00
"1889",22,30361338,13:44:00
"1890",23,30361338,13:59:00
"1891",24,30361338,14:14:00
"1892",20,30361338,14:29:00
"1893",25,30361338,14:44:00
"1894",25,30361338,14:59:00
"1895",20,30361338,15:14:00
"1896",14,30361338,15:29:00
"1897",13,30361338,15:44:00
"1898",20,30361338,15:59:00
"1899",10,30361338,16:14:00
"1900",11,30361338,16:29:00
"1901",13,30361338,16:44:00
"1902",25,30361338,16:59:00
"1903",25,30361338,17:14:00
"1904",16,30361338,17:29:00
"1905",27,30361338,17:44:00
"1906",24,30361338,17:59:00
"1907",27,30361338,18:14:00
"1908",24,30361338,18:29:00
"1909",22,30361338,18:44:00
"1910",27,30361338,18:59:00
"1911",27,30361338,19:14:00
"1912",26,30361338,19:29:00
"1913",28,30361338,19:44:00
"1914",27,30361338,19:59:00
"1915",30,30361338,20:14:00
"1916",28,30361338,20:29:00
"1917",30,30361338,20:44:00
"1918",29,30361338,20:59:00
"1919",29,30361338,21:14:00
"1920",31,30361338,21:29:00
"1921",30,30361338,21:44:00
"1922",29,30361338,21:59:00
"1923",32,30361338,22:14:00
"1924",31,30361338,22:29:00
"1925",33,30361338,22:44:00
"1926",32,30361338,22:59:00
"1927",32,30361338,23:14:00
"1928",30,30361338,23:29:00
"1929",33,30361338,23:44:00
"1930",33,30361338,23:59:00
"1931",30,30361338,00:14:00
"1932",40,30361338,00:29:00
"1933",34,30361338,00:44:00
"1934",35,30361338,00:59:00
"1935",37,30361338,01:14:00
"1936",33,30361338,01:29:00
"1937",34,30361338,01:44:00
"1938",36,30361338,01:59:00
"1939",38,30361338,02:14:00
"1940",43,30361338,02:29:00
"1941",41,30361338,02:44:00
"1942",33,30361338,02:59:00
"1943",27,30361338,03:14:00
"1944",29,30361338,03:44:00
"1945",38,30361338,03:59:00
"1946",47,30361338,04:14:00
"1947",33,30361338,04:29:00
"1948",36,30361338,04:44:00
"1949",37,30361338,04:59:00
"1950",34,30361338,05:14:00
"1951",32,30361338,05:29:00
"1952",33,30361338,05:44:00
"1953",31,30361338,05:59:00
"1954",33,30361338,06:14:00
"1955",32,30361338,06:29:00
"1956",32,30361338,06:44:00
"1957",32,30361338,06:59:00
"1958",31,30361338,07:14:00
"1959",31,30361338,07:29:00
"1960",31,30361338,07:44:00
"1961",30,30361338,07:59:00
"1962",30,30361338,08:14:00
"1963",27,30361338,08:29:00
"1964",29,30361338,08:44:00
"1965",27,30361338,08:59:00
"1966",28,30361338,09:14:00
"1967",27,30361338,09:29:00
"1968",27,30361338,09:44:00
"1969",26,30361338,09:59:00
"1970",27,30361338,10:14:00
"1971",24,30361338,10:29:00
"1972",27,30361338,10:44:00
"1973",27,30361338,10:59:00
"1974",23,30361338,11:14:00
"1975",27,30361338,11:29:00
"1976",26,30361338,11:44:00
"1977",26,30361338,11:59:00
"1978",26,30361338,12:14:00
"1979",22,30361338,12:29:00
"1980",27,30361338,12:44:00
"1981",24,30361338,12:59:00
"1982",24,30361338,13:14:00
"1983",27,30361338,13:29:00
"1984",26,30361338,13:44:00
"1985",26,30361338,13:59:00
"1986",27,30361338,14:14:00
"1987",25,30361338,14:29:00
"1988",26,30361338,14:44:00
"1989",28,30361338,14:59:00
"1990",27,30361338,15:14:00
"1991",27,30361338,15:29:00
"1992",25,30361338,15:44:00
"1993",28,30361338,15:59:00
"1994",26,30361338,16:14:00
"1995",28,30361338,16:29:00
"1996",28,30361338,16:44:00
"1997",28,30361338,16:59:00
"1998",28,30361338,17:14:00
"1999",27,30361338,17:29:00
"2000",27,30361338,17:44:00
"2001",27,30361338,17:59:00
"2002",28,30361338,18:14:00
"2003",24,30361338,18:29:00
"2004",27,30361338,18:44:00
"2005",29,30361338,18:59:00
"2006",27,30361338,19:14:00
"2007",26,30361338,19:29:00
"2008",30,30361338,19:44:00
"2009",30,30361338,19:59:00
"2010",31,30361338,20:14:00
"2011",32,30361338,20:29:00
"2012",30,30361338,20:44:00
"2013",29,30361338,20:59:00
"2014",31,30361338,21:14:00
"2015",31,30361338,21:29:00
"2016",32,30361338,21:44:00
"2017",31,30361338,21:59:00
"2018",29,30361338,22:14:00
"2019",31,30361338,22:29:00
"2020",30,30361338,22:44:00
"2021",30,30361338,22:59:00
"2022",31,30361338,23:14:00
"2023",33,30361338,23:29:00
"2024",37,30361338,23:44:00
"2025",31,30361338,23:59:00
"2026",35,30361338,00:14:00
"2027",34,30361338,00:29:00
"2028",33,30361338,00:44:00
"2029",36,30361338,00:59:00
"2030",39,30361338,01:14:00
"2031",33,30361338,01:29:00
"2032",34,30361338,01:44:00
"2033",37,30361338,01:59:00
"2034",39,30361338,02:14:00
"2035",27,30361338,02:29:00
"2036",36,30361338,02:44:00
"2037",64,30361338,02:59:00
"2038",34,30361338,03:14:00
"2039",36,30361338,03:29:00
"2040",39,30361338,03:44:00
"2041",43,30361338,03:59:00
"2042",36,30361338,04:14:00
"2043",34,30361338,04:29:00
"2044",38,30361338,04:44:00
"2045",36,30361338,04:59:00
"2046",35,30361338,05:14:00
"2047",32,30361338,05:29:00
"2048",35,30361338,05:44:00
"2049",31,30361338,05:59:00
"2050",34,30361338,06:14:00
"2051",36,30361338,06:29:00
"2052",36,30361338,06:44:00
"2053",32,30361338,06:59:00
"2054",32,30361338,07:14:00
"2055",30,30361338,07:29:00
"2056",29,30361338,07:44:00
"2057",29,30361338,07:59:00
"2058",31,30361338,08:14:00
"2059",29,30361338,08:29:00
"2060",29,30361338,08:44:00
"2061",28,30361338,08:59:00
"2062",29,30361338,09:14:00
"2063",30,30361338,09:29:00
"2064",29,30361338,09:44:00
"2065",28,30361338,09:59:00
"2066",28,30361338,10:14:00
"2067",27,30361338,10:29:00
"2068",26,30361338,10:44:00
"2069",29,30361338,10:59:00
"2070",25,30361338,11:14:00
"2071",28,30361338,11:29:00
"2072",28,30361338,11:44:00
"2073",27,30361338,11:59:00
"2074",24,30361338,12:14:00
"2075",27,30361338,12:29:00
"2076",27,30361338,12:44:00
"2077",26,30361338,12:59:00
"2078",27,30361338,13:14:00
"2079",27,30361338,13:29:00
"2080",27,30361338,13:44:00
"2081",28,30361338,13:59:00
"2082",27,30361338,14:14:00
"2083",25,30361338,14:29:00
"2084",30,30361338,14:44:00
"2085",28,30361338,14:59:00
"2086",28,30361338,15:14:00
"2087",26,30361338,15:29:00
"2088",27,30361338,15:44:00
"2089",28,30361338,15:59:00
"2090",24,30361338,16:14:00
"2091",27,30361338,16:29:00
"2092",28,30361338,16:44:00
"2093",28,30361338,16:59:00
"2094",27,30361338,17:14:00
"2095",27,30361338,17:29:00
"2096",28,30361338,17:44:00
"2097",29,30361338,17:59:00
"2098",28,30361338,18:14:00
"2099",29,30361338,18:29:00
"2100",30,30361338,18:44:00
"2101",29,30361338,18:59:00
"2102",30,30361338,19:14:00
"2103",30,30361338,19:29:00
"2104",31,30361338,19:44:00
"2105",31,30361338,19:59:00
"2106",30,30361338,20:14:00
"2107",30,30361338,20:29:00
"2108",30,30361338,20:44:00
"2109",32,30361338,20:59:00
"2110",32,30361338,21:14:00
"2111",31,30361338,21:29:00
"2112",32,30361338,21:44:00
"2113",31,30361338,21:59:00
"2114",35,30361338,22:14:00
"2115",29,30361338,22:29:00
"2116",30,30361338,22:44:00
"2117",33,30361338,22:59:00
"2118",33,30361338,23:14:00
"2119",31,30361338,23:29:00
"2120",32,30361338,23:44:00
"2121",29,30361338,23:59:00
"2122",41,30361338,00:14:00
"2123",34,30361338,00:29:00
"2124",35,30361338,00:44:00
"2125",34,30361338,00:59:00
"2126",32,30361338,01:14:00
"2127",37,30361338,01:29:00
"2128",38,30361338,01:44:00
"2129",29,30361338,01:59:00
"2130",33,30361338,02:14:00
"2131",35,30361338,02:29:00
"2132",57,30361338,02:44:00
"2133",37,30361338,02:59:00
"2134",42,30361338,03:14:00
"2135",34,30361338,03:29:00
"2136",39,30361338,03:44:00
"2137",37,30361338,03:59:00
"2138",40,30361338,04:14:00
"2139",32,30361338,04:29:00
"2140",30,30361338,04:44:00
"2141",38,30361338,04:59:00
"2142",31,30361338,05:14:00
"2143",31,30361338,05:29:00
"2144",33,30361338,05:44:00
"2145",35,30361338,05:59:00
"2146",33,30361338,06:14:00
"2147",32,30361338,06:29:00
"2148",31,30361338,06:44:00
"2149",27,30361338,06:59:00
"2150",29,30361338,07:14:00
"2151",28,30361338,07:29:00
"2152",29,30361338,07:44:00
"2153",22,30361338,07:59:00
"2154",28,30361338,08:14:00
"2155",27,30361338,08:29:00
"2156",25,30361338,08:44:00
"2157",29,30361338,08:59:00
"2158",25,30361338,09:14:00
"2159",25,30361338,09:29:00
"2160",23,30361338,09:44:00
"2161",26,30361338,09:59:00
"2162",26,30361338,10:14:00
"2163",27,30361338,10:29:00
"2164",27,30361338,10:44:00
"2165",26,30361338,10:59:00
"2166",27,30361338,11:14:00
"2167",26,30361338,11:29:00
"2168",27,30361338,11:44:00
"2169",28,30361338,11:59:00
"2170",24,30361338,12:14:00
"2171",26,30361338,12:29:00
"2172",26,30361338,12:44:00
"2173",27,30361338,12:59:00
"2174",28,30361338,13:14:00
"2175",27,30361338,13:29:00
"2176",26,30361338,13:44:00
"2177",26,30361338,13:59:00
"2178",23,30361338,14:14:00
"2179",19,30361338,14:29:00
"2180",23,30361338,14:44:00
"2181",28,30361338,14:59:00
"2182",28,30361338,15:14:00
"2183",25,30361338,15:29:00
"2184",26,30361338,15:44:00
"2185",28,30361338,15:59:00
"2186",26,30361338,16:14:00
"2187",19,30361338,16:29:00
"2188",27,30361338,16:44:00
"2189",28,30361338,16:59:00
"2190",25,30361338,17:14:00
"2191",24,30361338,17:29:00
"2192",28,30361338,17:44:00
"2193",28,30361338,17:59:00
"2194",28,30361338,18:14:00
"2195",29,30361338,18:29:00
"2196",28,30361338,18:44:00
"2197",30,30361338,18:59:00
"2198",29,30361338,19:14:00
"2199",29,30361338,19:29:00
"2200",29,30361338,19:44:00
"2201",31,30361338,19:59:00
"2202",30,30361338,20:14:00
"2203",31,30361338,20:29:00
"2204",31,30361338,20:44:00
"2205",31,30361338,20:59:00
"2206",33,30361338,21:14:00
"2207",32,30361338,21:29:00
"2208",29,30361338,21:44:00
"2209",30,30361338,21:59:00
"2210",31,30361338,22:14:00
"2211",33,30361338,22:29:00
"2212",33,30361338,22:44:00
"2213",35,30361338,22:59:00
"2214",32,30361338,23:14:00
"2215",33,30361338,23:29:00
"2216",30,30361338,23:44:00
"2217",37,30361338,23:59:00
"2218",37,30361338,00:14:00
"2219",35,30361338,00:29:00
"2220",32,30361338,00:44:00
"2221",30,30361338,00:59:00
"2222",32,30361338,01:14:00
"2223",49,30361338,01:29:00
"2224",37,30361338,01:44:00
"2225",37,30361338,01:59:00
"2226",35,30361338,02:14:00
"2227",57,30361338,02:29:00
"2228",32,30361338,02:44:00
"2229",36,30361338,02:59:00
"2230",38,30361338,03:14:00
"2231",34,30361338,03:29:00
"2232",35,30361338,03:44:00
"2233",27,30361338,03:59:00
"2234",39,30361338,04:14:00
"2235",35,30361338,04:29:00
"2236",35,30361338,04:44:00
"2237",34,30361338,04:59:00
"2238",32,30361338,05:14:00
"2239",31,30361338,05:29:00
"2240",30,30361338,05:44:00
"2241",34,30361338,05:59:00
"2242",33,30361338,06:14:00
"2243",32,30361338,06:29:00
"2244",31,30361338,06:44:00
"2245",29,30361338,06:59:00
"2246",28,30361338,07:14:00
"2247",30,30361338,07:29:00
"2248",28,30361338,07:44:00
"2249",25,30361338,07:59:00
"2250",27,30361338,08:14:00
"2251",27,30361338,08:29:00
"2252",22,30361338,08:44:00
"2253",14,30361338,08:59:00
"2254",28,30361338,09:14:00
"2255",26,30361338,09:29:00
"2256",26,30361338,09:44:00
"2257",27,30361338,09:59:00
"2258",27,30361338,10:14:00
"2259",27,30361338,10:29:00
"2260",27,30361338,10:44:00
"2261",23,30361338,10:59:00
"2262",26,30361338,11:14:00
"2263",28,30361338,11:29:00
"2264",28,30361338,11:44:00
"2265",28,30361338,11:59:00
"2266",26,30361338,12:14:00
"2267",26,30361338,12:29:00
"2268",27,30361338,12:44:00
"2269",27,30361338,12:59:00
"2270",26,30361338,13:14:00
"2271",27,30361338,13:29:00
"2272",28,30361338,13:44:00
"2273",27,30361338,13:59:00
"2274",27,30361338,14:14:00
"2275",28,30361338,14:29:00
"2276",26,30361338,14:44:00
"2277",28,30361338,14:59:00
"2278",28,30361338,15:14:00
"2279",26,30361338,15:29:00
"2280",25,30361338,15:44:00
"2281",25,30361338,15:59:00
"2282",28,30361338,16:14:00
"2283",24,30361338,16:29:00
"2284",28,30361338,16:44:00
"2285",28,30361338,16:59:00
"2286",27,30361338,17:14:00
"2287",25,30361338,17:29:00
"2288",28,30361338,17:44:00
"2289",28,30361338,17:59:00
"2290",27,30361338,18:14:00
"2291",28,30361338,18:29:00
"2292",29,30361338,18:44:00
"2293",29,30361338,18:59:00
"2294",29,30361338,19:14:00
"2295",30,30361338,19:29:00
"2296",33,30361338,19:44:00
"2297",30,30361338,19:59:00
"2298",30,30361338,20:14:00
"2299",31,30361338,20:29:00
"2300",31,30361338,20:44:00
"2301",29,30361338,20:59:00
"2302",29,30361338,21:14:00
"2303",30,30361338,21:29:00
"2304",30,30361338,21:44:00
"2305",31,30361338,21:59:00
"2306",33,30361338,22:14:00
"2307",33,30361338,22:29:00
"2308",32,30361338,22:44:00
"2309",33,30361338,22:59:00
"2310",34,30361338,23:14:00
"2311",32,30361338,23:29:00
"2312",31,30361338,23:44:00
"2313",34,30361338,23:59:00
"2314",34,30361338,00:14:00
"2315",31,30361338,00:29:00
"2316",30,30361338,00:59:00
"2317",39,30361338,01:14:00
"2318",34,30361338,01:29:00
"2319",42,30361338,01:44:00
"2320",34,30361338,01:59:00
"2321",34,30361338,02:14:00
"2322",34,30361338,02:44:00
"2323",40,30361338,02:59:00
"2324",32,30361338,03:14:00
"2325",41,30361338,03:29:00
"2326",39,30361338,03:59:00
"2327",39,30361338,04:14:00
"2328",34,30361338,04:29:00
"2329",34,30361338,04:44:00
"2330",33,30361338,04:59:00
"2331",33,30361338,05:14:00
"2332",33,30361338,05:29:00
"2333",33,30361338,05:44:00
"2334",32,30361338,05:59:00
"2335",31,30361338,06:14:00
"2336",31,30361338,06:29:00
"2337",33,30361338,06:44:00
"2338",30,30361338,06:59:00
"2339",28,30361338,07:14:00
"2340",28,30361338,07:29:00
"2341",28,30361338,07:44:00
"2342",28,30361338,07:59:00
"2343",26,30361338,08:14:00
"2344",26,30361338,08:29:00
"2345",27,30361338,08:44:00
"2346",27,30361338,08:59:00
"2347",27,30361338,09:14:00
"2348",28,30361338,09:29:00
"2349",27,30361338,09:44:00
"2350",24,30361338,09:59:00
"2351",29,30361338,10:14:00
"2352",26,30361338,10:29:00
"2353",26,30361338,10:44:00
"2354",25,30361338,10:59:00
"2355",28,30361338,11:14:00
"2356",28,30361338,11:29:00
"2357",27,30361338,11:44:00
"2358",27,30361338,11:59:00
"2359",28,30361338,12:14:00
"2360",27,30361338,12:29:00
"2361",24,30361338,12:44:00
"2362",28,30361338,12:59:00
"2363",27,30361338,13:14:00
"2364",28,30361338,13:29:00
"2365",27,30361338,13:44:00
"2366",26,30361338,13:59:00
"2367",28,30361338,14:14:00
"2368",25,30361338,14:29:00
"2369",27,30361338,14:44:00
"2370",28,30361338,14:59:00
"2371",27,30361338,15:14:00
"2372",27,30361338,15:29:00
"2373",25,30361338,15:44:00
"2374",26,30361338,15:59:00
"2375",23,30361338,16:14:00
"2376",27,30361338,16:29:00
"2377",27,30361338,16:44:00
"2378",28,30361338,16:59:00
"2379",26,30361338,17:14:00
"2380",27,30361338,17:29:00
"2381",26,30361338,17:44:00
"2382",29,30361338,17:59:00
"2383",27,30361338,18:14:00
"2384",29,30361338,18:29:00
"2385",29,30361338,18:44:00
"2386",30,30361338,18:59:00
"2387",29,30361338,19:14:00
"2388",29,30361338,19:29:00
"2389",29,30361338,19:44:00
"2390",30,30361338,19:59:00
"2391",30,30361338,20:14:00
"2392",30,30361338,20:29:00
"2393",31,30361338,20:44:00
"2394",30,30361338,20:59:00
"2395",28,30361338,21:14:00
"2396",31,30361338,21:29:00
"2397",32,30361338,21:44:00
"2398",31,30361338,21:59:00
"2399",33,30361338,22:14:00
"2400",33,30361338,22:29:00
"2401",34,30361338,22:44:00
"2402",38,30361338,22:59:00
"2403",30,30361338,23:14:00
"2404",36,30361338,23:29:00
"2405",33,30361338,23:44:00
"2406",36,30361338,23:59:00
"2407",34,30361338,00:14:00
"2408",31,30361338,00:29:00
"2409",42,30361338,00:44:00
"2410",42,30361338,00:59:00
"2411",38,30361338,01:14:00
"2412",46,30361338,01:29:00
"2413",29,30361338,01:44:00
"2414",31,30361338,01:59:00
"2415",42,30361338,02:14:00
"2416",38,30361338,02:29:00
"2417",35,30361338,02:44:00
"2418",29,30361338,02:59:00
"2419",38,30361338,03:14:00
"2420",44,30361338,03:29:00
"2421",34,30361338,03:44:00
"2422",41,30361338,03:59:00
"2423",35,30361338,04:14:00
"2424",36,30361338,04:29:00
"2425",37,30361338,04:44:00
"2426",33,30361338,04:59:00
"2427",23,30361338,05:14:00
"2428",30,30361338,05:29:00
"2429",29,30361338,05:44:00
"2430",26,30361338,05:59:00
"2431",33,30361338,06:14:00
"2432",31,30361338,06:29:00
"2433",29,30361338,06:44:00
"2434",30,30361338,06:59:00
"2435",29,30361338,07:14:00
"2436",28,30361338,07:29:00
"2437",28,30361338,07:44:00
"2438",27,30361338,07:59:00
"2439",27,30361338,08:14:00
"2440",28,30361338,08:29:00
"2441",27,30361338,08:44:00
"2442",25,30361338,08:59:00
"2443",23,30361338,09:14:00
"2444",27,30361338,09:29:00
"2445",28,30361338,09:44:00
"2446",27,30361338,09:59:00
"2447",26,30361338,10:14:00
"2448",25,30361338,10:29:00
"2449",26,30361338,10:44:00
"2450",25,30361338,10:59:00
"2451",26,30361338,11:14:00
"2452",27,30361338,11:29:00
"2453",23,30361338,11:44:00
"2454",23,30361338,11:59:00
"2455",27,30361338,12:14:00
"2456",27,30361338,12:29:00
"2457",27,30361338,12:44:00
"2458",24,30361338,12:59:00
"2459",26,30361338,13:14:00
"2460",25,30361338,13:29:00
"2461",27,30361338,13:44:00
"2462",25,30361338,13:59:00
"2463",24,30361338,14:14:00
"2464",23,30361338,14:29:00
"2465",26,30361338,14:44:00
"2466",27,30361338,14:59:00
"2467",27,30361338,15:14:00
"2468",11,30361338,15:29:00
"2469",11,30361338,15:44:00
"2470",22,30361338,15:59:00
"2471",23,30361338,16:14:00
"2472",26,30361338,16:29:00
"2473",26,30361338,16:44:00
"2474",22,30361338,16:59:00
"2475",27,30361338,17:14:00
"2476",26,30361338,17:29:00
"2477",25,30361338,17:44:00
"2478",24,30361338,17:59:00
"2479",26,30361338,18:14:00
"2480",28,30361338,18:29:00
"2481",28,30361338,18:44:00
"2482",28,30361338,18:59:00
"2483",28,30361338,19:14:00
"2484",29,30361338,19:29:00
"2485",27,30361338,19:44:00
"2486",28,30361338,19:59:00
"2487",29,30361338,20:14:00
"2488",29,30361338,20:29:00
"2489",29,30361338,20:44:00
"2490",31,30361338,20:59:00
"2491",31,30361338,21:14:00
"2492",31,30361338,21:29:00
"2493",30,30361338,21:44:00
"2494",27,30361338,21:59:00
"2495",30,30361338,22:14:00
"2496",30,30361338,22:29:00
"2497",32,30361338,22:44:00
"2498",33,30361338,22:59:00
"2499",30,30361338,23:14:00
"2500",30,30361338,23:29:00
"2501",32,30361338,23:44:00
"2502",40,30361338,23:59:00
"2503",38,30361338,00:14:00
"2504",35,30361338,00:29:00
"2505",38,30361338,00:44:00
"2506",35,30361338,00:59:00
"2507",34,30361338,01:14:00
"2508",35,30361338,01:29:00
"2509",36,30361338,01:44:00
"2510",38,30361338,01:59:00
"2511",38,30361338,02:14:00
"2512",37,30361338,02:29:00
"2513",27,30361338,02:44:00
"2514",42,30361338,02:59:00
"2515",33,30361338,03:14:00
"2516",34,30361338,03:29:00
"2517",32,30361338,03:44:00
"2518",35,30361338,03:59:00
"2519",35,30361338,04:14:00
"2520",35,30361338,04:29:00
"2521",34,30361338,04:44:00
"2522",34,30361338,04:59:00
"2523",29,30361338,05:14:00
"2524",32,30361338,05:29:00
"2525",32,30361338,05:44:00
"2526",32,30361338,05:59:00
"2527",32,30361338,06:14:00
"2528",32,30361338,06:29:00
"2529",31,30361338,06:44:00
"2530",31,30361338,06:59:00
"2531",29,30361338,07:14:00
"2532",28,30361338,07:29:00
"2533",29,30361338,07:44:00
"2534",27,30361338,07:59:00
"2535",25,30361338,08:14:00
"2536",27,30361338,08:29:00
"2537",26,30361338,08:44:00
"2538",12,30361338,08:59:00
"2539",26,30361338,09:14:00
"2540",26,30361338,09:29:00
"2541",25,30361338,09:44:00
"2542",18,30361338,09:59:00
"2543",26,30361338,10:14:00
"2544",25,30361338,10:29:00
"2545",27,30361338,10:44:00
"2546",27,30361338,10:59:00
"2547",28,30361338,11:14:00
"2548",17,30361338,11:29:00
"2549",25,30361338,11:44:00
"2550",26,30361338,11:59:00
"2551",24,30361338,12:14:00
"2552",26,30361338,12:29:00
"2553",27,30361338,12:44:00
"2554",24,30361338,12:59:00
"2555",27,30361338,13:14:00
"2556",17,30361338,13:29:00
"2557",21,30361338,13:44:00
"2558",17,30361338,13:59:00
"2559",23,30361338,14:14:00
"2560",21,30361338,14:29:00
"2561",15,30361338,14:44:00
"2562",12,30361338,14:59:00
"2563",12,30361338,15:14:00
"2564",9,30361338,15:29:00
"2565",13,30361338,15:44:00
"2566",14,30361338,15:59:00
"2567",15,30361338,16:14:00
"2568",8,30361338,16:29:00
"2569",13,30361338,16:44:00
"2570",17,30361338,16:59:00
"2571",10,30361338,17:14:00
"2572",12,30361338,17:29:00
"2573",16,30361338,17:44:00
"2574",17,30361338,17:59:00
"2575",26,30361338,18:14:00
"2576",27,30361338,18:29:00
"2577",27,30361338,18:44:00
"2578",28,30361338,18:59:00
"2579",26,30361338,19:14:00
"2580",26,30361338,19:29:00
"2581",26,30361338,19:44:00
"2582",28,30361338,19:59:00
"2583",29,30361338,20:14:00
"2584",27,30361338,20:29:00
"2585",28,30361338,20:44:00
"2586",28,30361338,20:59:00
"2587",29,30361338,21:14:00
"2588",30,30361338,21:29:00
"2589",29,30361338,21:44:00
"2590",29,30361338,21:59:00
"2591",31,30361338,22:14:00
"2592",30,30361338,22:29:00
"2593",32,30361338,22:44:00
"2594",35,30361338,22:59:00
"2595",31,30361338,23:14:00
"2596",29,30361338,23:29:00
"2597",34,30361338,23:44:00
"2598",33,30361338,23:59:00
"2599",33,30361338,00:14:00
"2600",33,30361338,00:29:00
"2601",36,30361338,00:44:00
"2602",34,30361338,00:59:00
"2603",40,30361338,01:14:00
"2604",41,30361338,01:29:00
"2605",36,30361338,01:44:00
"2606",37,30361338,01:59:00
"2607",35,30361338,02:14:00
"2608",33,30361338,02:29:00
"2609",34,30361338,02:44:00
"2610",41,30361338,02:59:00
"2611",32,30361338,03:14:00
"2612",37,30361338,03:29:00
"2613",38,30361338,03:44:00
"2614",36,30361338,03:59:00
"2615",36,30361338,04:14:00
"2616",34,30361338,04:29:00
"2617",37,30361338,04:44:00
"2618",39,30361338,04:59:00
"2619",32,30361338,05:14:00
"2620",27,30361338,05:29:00
"2621",35,30361338,05:44:00
"2622",33,30361338,05:59:00
"2623",33,30361338,06:14:00
"2624",36,30361338,06:29:00
"2625",33,30361338,06:44:00
"2626",34,30361338,06:59:00
"2627",30,30361338,07:14:00
"2628",31,30361338,07:29:00
"2629",28,30361338,07:44:00
"2630",30,30361338,07:59:00
"2631",25,30361338,08:03:00
"2632",37,30361338,01:14:00
"2633",45,30361338,01:29:00
"2634",34,30361338,02:14:00
"2635",39,30361338,02:29:00
"2636",37,30361338,02:44:00
"2637",40,30361338,02:59:00
"2638",34,30361338,03:44:00
"2639",36,30361338,03:59:00
"2640",35,30361338,04:14:00
"2641",54,30361338,04:29:00
"2642",36,30361338,04:44:00
"2643",32,30361338,04:59:00
"2644",40,30361338,05:14:00
"2645",34,30361338,05:29:00
"2646",32,30361338,05:44:00
"2647",33,30361338,05:59:00
"2648",34,30361338,06:14:00
"2649",32,30361338,06:29:00
"2650",32,30361338,06:44:00
"2651",31,30361338,06:59:00
"2652",30,30361338,07:14:00
"2653",30,30361338,07:29:00
"2654",30,30361338,07:44:00
"2655",30,30361338,07:59:00
"2656",29,30361338,08:14:00
"2657",30,30361338,08:29:00
"2658",28,30361338,08:44:00
"2659",28,30361338,08:59:00
"2660",27,30361338,09:14:00
"2661",14,30361338,09:29:00
"2662",19,30361338,09:44:00
"2663",28,30361338,09:59:00
"2664",27,30361338,10:14:00
"2665",29,30361338,10:29:00
"2666",26,30361338,10:44:00
"2667",28,30361338,10:59:00
"2668",24,30361338,11:14:00
"2669",18,30361338,11:29:00
"2670",27,30361338,11:44:00
"2671",18,30361338,11:59:00
"2672",16,30361338,12:14:00
"2673",16,30361338,12:29:00
"2674",17,30361338,12:44:00
"2675",22,30361338,12:59:00
"2676",24,30361338,13:14:00
