"","year","lat","long","mass","class"
"4877",2006,-72.978056,75.263056,1.3,"L6"
"4878",2006,-72.778333,75.3025,0.83,"L6"
"4879",2006,-72.778333,75.3025,0.82,"L6"
"4880",2006,-72.778333,75.3025,0.76,"L5"
"4881",2006,-72.783056,75.297222,0.74,"L5"
"4882",2006,-72.9775,75.267222,0.75,"L6"
"4883",2006,-72.783056,75.297222,0.67,"L6"
"4884",2006,-72.78311,75.2972,0.51,"L5"
"4885",2006,-72.783611,75.299444,0.67,"L6"
"4886",2006,-72.978611,75.259167,0.67,"L6"
"4887",2006,-72.785278,75.299722,0.75,"L4"
"4888",2006,-72.78028,75.31556,4.96,"L6"
"4889",2006,-72.78028,75.31556,2.13,"H4"
"4890",2006,-72.78333,75.30583,296,"L6"
"4891",2006,-72.78306,75.30583,221,"L6"
"4892",2006,-72.77861,75.31833,5.14,"L6"
"4893",2006,-72.778611,75.315278,2.87,"L6"
"4894",2006,-72.779444,75.311667,28.6,"L5"
"4895",2006,-72.77944,75.31167,1.57,"L6"
"4896",2006,-72.779167,75.313056,2.85,"L5"
"4897",2006,-72.77833,75.3225,21.19,"L6"
"4898",2006,-72.978333,75.259444,3.27,"L5"
"4899",2006,-72.78028,75.30861,1.57,"L6"
"4900",2006,-72.78306,75.30583,2.21,"L6"
"4901",2006,-72.77889,75.31361,12.02,"L5"
"4902",2006,-72.77917,75.31389,16.45,"L5"
"4903",2006,-72.77912,75.3138,4.04,"L6"
"4904",2006,-72.779167,75.313333,2.86,"L6"
"4905",2006,-72.78056,75.30611,4.9,"L3"
"4906",2006,-72.782222,75.306667,9.14,"L6"
"4907",2006,-72.7825,75.29889,2.59,"H4"
"4908",2006,-72.984444,75.225,0.67,"L6"
"4909",2006,-72.78,75.318056,5.06,"L5"
"4910",2006,-72.78472,75.28917,3.5,"L5"
"4911",2006,-72.78472,75.28917,3.96,"L6"
"4912",2006,-72.78482,75.2891,2.2,"H3"
"4913",2006,-72.784722,75.289167,1.82,"L6"
"4914",2006,-72.784722,75.289167,2.25,"L5"
"4915",2006,-72.78472,75.28917,1.8,"L6"
"4916",2006,-72.789167,75.272222,1.19,"LL6"
"4917",2006,-72.78917,75.27222,1.16,"L6"
"4918",2006,-72.78333,75.29528,3.94,"L5"
"4919",2006,-72.945833,75.266667,2.19,"L5"
"4920",2006,-72.783333,75.295278,1.55,"L6"
"4921",2006,-72.783333,75.295278,1.2,"L5"
"4922",2006,-72.78333,75.29528,1.18,"L6"
"4923",2006,-72.78538,75.2844,0.51,"L6"
"4924",2006,-72.77861,75.31667,393,"L6"
"4925",2006,-72.78,75.31694,395,"L6"
"4926",2006,-72.77722,75.31528,77.84,"L5"
"4927",2006,-72.77833,75.31556,77.83,"L5"
"4928",2006,-72.7775,75.31472,62.4,"L6"
"4929",2006,-72.77806,75.31472,43.12,"L5"
"4930",2006,-72.77722,75.31417,48.24,"L6"
"4931",2006,-72.941667,75.291944,22,"L5"
"4932",2006,-72.77778,75.31389,18.76,"L6"
"4933",2006,-72.78139,75.31444,15.42,"L6"
"4934",2006,-72.77944,75.31389,15.29,"L6"
"4935",2006,-72.77528,75.33861,67.46,"L6"
"4936",2006,-72.77528,75.33861,66.47,"L6"
"4937",2006,-72.77528,75.33861,50.61,"L5"
"4938",2006,-72.775278,75.338611,31.44,"L5"
"4939",2006,-72.82528,75.35361,0.77,"H4"
"4940",2006,-72.82528,75.35361,1.64,"L5"
"4941",2006,-72.82528,75.35361,5.58,"H6"
"4942",2006,-72.825278,75.353611,2.44,"H5"
"4943",2006,-72.82528,75.35361,1.41,"H4"
"4944",2006,-72.825278,75.353611,1.46,"H4"
"4945",2006,-72.825278,75.353611,0.77,"L6"
"4946",2006,-72.82528,75.35361,3.35,"L6"
"4947",2006,-72.77528,75.35361,1.56,"L6"
"4948",2006,-72.964722,75.216389,2.62,"H5"
"4949",2006,-72.825278,75.353611,1.77,"H5"
"4950",2006,-72.825278,75.353611,1.6,"L6"
"4951",2006,-72.82528,75.35361,2.95,"L6"
"4952",2006,-72.82528,75.35361,1.58,"L6"
"4953",2006,-72.778056,75.337222,1.3,"L5"
"4954",2006,-72.825278,75.353611,0.83,"L5"
"4955",2006,-72.825278,75.353611,0.75,"L6"
"4956",2006,-72.82528,75.35361,0.51,"L6"
"4957",2006,-72.77528,75.35361,8.35,"L6"
"4958",2006,-72.82528,75.35361,4.36,"L6"
"4959",2006,-72.825278,75.353611,0.95,"L5"
"4960",2006,-72.825278,75.353611,1.83,"L6"
"4961",2006,-72.82528,75.35361,7.79,"L6"
"4962",2006,-72.82528,75.35361,5.16,"L5"
"4963",2006,-72.82528,75.35361,2.51,"L5"
"4964",2006,-72.82528,75.35361,2.58,"L6"
"4965",2006,-72.778056,75.334722,1.56,"L6"
"4966",2006,-72.825278,75.353611,5.27,"L6"
"4967",2006,-72.825278,75.353611,5.07,"L6"
"4968",2006,-72.82528,75.3536,2.8,"L5"
"4969",2006,-72.77833,75.31972,474,"L6"
"4970",2006,-72.77917,75.31667,359,"L6"
"4971",2006,-72.77917,75.31667,53.51,"L5"
"4972",2006,-72.777778,75.332222,28.12,"L5"
"4973",2006,-72.77861,75.3178,19.02,"L5"
"4974",2006,-72.77917,75.31667,15.48,"L5"
"4975",2006,-72.779167,75.316389,20.32,"L5"
"4976",2006,-72.779167,75.316667,1.19,"L6"
"4977",2006,-72.783889,75.308889,1.46,"L5"
"4978",2006,-72.780556,75.313611,0.94,"L5"
"4979",2006,-72.777778,75.3325,2.86,"L6"
"4980",2006,-72.77833,75.29972,2.56,"L6"
"4981",2006,-72.780278,75.286667,0.74,"L6"
"4982",2006,-72.781389,75.297222,1.4,"L6"
"4983",2006,-72.777222,75.337778,0.76,"L6"
"4984",2006,-72.782778,75.298333,699,"L5"
"4985",2006,-72.77944,75.30889,162.08,"L6"
"4986",2006,-72.7775,75.305556,75.56,"L6"
"4987",2006,-72.78194,75.29889,71.26,"L7"
"4988",2006,-72.777778,75.306111,50.8,"L5"
"4989",2006,-72.779444,75.308611,45.73,"L6"
"4990",2006,-72.777222,75.338889,31.33,"L6"
"4991",2006,-72.77778,75.30528,18.75,"L5"
"4992",2006,-72.78111,75.29944,8.38,"L6"
"4993",2006,-72.78667,75.29167,3.27,"L6"
"4994",2006,-72.78667,75.29167,1.78,"L6"
"4995",2006,-72.78667,75.29167,1.27,"L6"
"4996",2006,-72.77917,75.31333,35.53,"L5"
"4997",2006,-72.77917,75.31333,18.56,"L6"
"4998",2006,-72.77778,75.31028,18.57,"H5"
"4999",2006,-72.778056,75.310278,5.11,"L6"
"5000",2006,-72.78278,75.29667,3.95,"L6"
"5001",2006,-72.782778,75.296667,0.94,"L6"
"5002",2006,-72.77833,75.31,3.36,"L6"
"5003",2006,-72.77833,75.31,1.54,"L5"
"5004",2006,-72.77833,75.31,1.28,"L6"
"5005",2006,-72.777222,75.340833,1.2,"L6"
"5006",2006,-72.778333,75.31,1.2,"L6"
"5007",2006,-72.77778,75.30889,1.31,"L5"
"5008",2006,-72.77194,75.3325,1.68,"H6"
"5009",2006,-72.79083,75.28028,1.54,"L5"
"5010",2006,-72.78972,75.28028,2.21,"L4"
"5011",2006,-72.79,75.28333,4.83,"H5"
"5012",2006,-72.79,75.283333,2.24,"H5"
"5013",2006,-72.78722,75.29306,4.76,"H5"
"5014",2006,-72.79306,75.27889,3.01,"H4"
"5015",2006,-72.77639,75.27889,2.53,"H4"
"5016",2006,-72.793056,75.278889,1.2,"H5"
"5017",2006,-72.793056,75.278889,0.74,"H5"
"5018",2006,-72.773333,75.348333,0.82,"H5"
"5019",2006,-72.782778,75.289722,0.67,"H5"
"5020",2006,-72.78278,75.28972,0.51,"H6"
"5021",2006,-72.779167,75.315556,53.58,"L6"
"5022",2006,-72.77917,75.31556,50.23,"L5"
"5023",2006,-72.77917,75.31556,29.27,"L5"
"5024",2006,-72.773611,75.319722,28.1,"L6"
"5025",2006,-72.779167,75.315556,22.71,"L5"
"5026",2006,-72.77917,75.31556,18.69,"L6"
"5027",2006,-72.779167,75.315556,20.28,"L6"
"5028",2006,-72.779167,75.315556,12.67,"L5"
"5029",2006,-72.779167,75.315556,5.01,"L6"
"5030",2006,-72.789722,75.290278,8.68,"L6"
"5031",2006,-72.779167,75.315556,2.62,"H5"
"5032",2006,-72.78944,75.27833,1.19,"H5"
"5033",2006,-72.77778,75.32639,6.88,"L6"
"5034",2006,-72.78083,75.30639,1.38,"L6"
"5035",2006,-72.780833,75.306667,0.7,"L6"
"5036",2006,-72.78111,75.30833,12.28,"L6"
"5037",2006,-72.76944,75.3375,3.26,"L5"
"5038",2006,-72.76944,75.3375,2.5,"H5"
"5039",2006,-72.77472,75.34,26.96,"L6"
"5040",2006,-72.77472,75.34,8.25,"H4"
"5041",2006,-72.77472,75.34,2.29,"H6"
"5042",2006,-72.774722,75.34,1.33,"H5"
"5043",2006,-72.77472,75.34,3.12,"H3"
"5044",2006,-72.77472,75.34,3.38,"H5"
"5045",2006,-72.7825,75.300278,0.94,"H5"
"5046",2006,-72.774722,75.34,0.95,"H6"
"5047",2006,-72.774722,75.34,0.77,"H5"
"5048",2006,-72.774722,75.34,0.75,"H5"
"5049",2006,-72.77472,75.34,0.51,"H4"
"5050",2006,-72.77472,75.34,0.5,"H5"
"5051",2006,-72.774722,75.34,3.01,"H4"
"5052",2006,-72.77472,75.34,1.43,"L6"
"5053",2006,-72.77472,75.34,1.27,"L6"
"5054",2006,-72.77472,75.34,2.92,"H4"
"5055",2006,-72.774722,75.34,1.41,"H6"
"5056",2006,-72.774722,75.34,1.4,"H5"
"5057",2006,-72.7825,75.300278,0.7,"H4"
"5058",2006,-72.774722,75.34,1.77,"L5"
"5059",2006,-72.774722,75.34,2.18,"L6"
"5060",2006,-72.77472,75.34,1.54,"H5"
"5061",2006,-72.77472,75.34,1.32,"L5"
"5062",2006,-72.77472,75.34,0.5,"L5"
"5063",2006,-72.77472,75.34,5.16,"L5"
"5064",2006,-72.77472,75.34,3.22,"L5"
"5065",2006,-72.77472,75.34,1.58,"L6"
"5066",2006,-72.7825,75.300556,0.82,"L6"
"5067",2006,-72.774722,75.34,0.75,"L5"
"5068",2006,-72.7825,75.301667,0.82,"L6"
"5069",2006,-72.77472,75.34,0.5,"L6"
"5070",2006,-72.77722,75.32833,160.87,"L6"
"5071",2006,-72.77722,75.32833,137.48,"L6"
"5072",2006,-72.77944,75.31333,29.59,"L6"
"5073",2006,-72.77933,75.3134,26.85,"L5"
"5074",2006,-72.779444,75.313333,0.67,"L6"
"5075",2006,-72.77944,75.29861,1.76,"H5"
"5076",2006,-72.77944,75.29861,1.32,"H5"
"5077",2006,-72.77944,75.29861,1.38,"H5"
"5078",2006,-72.77944,75.29861,2.42,"L6"
"5079",2006,-72.779444,75.298611,0.83,"L6"
"5080",2006,-72.77944,75.29861,0.51,"L6"
"5081",2006,-72.79361,75.28472,3.36,"L6"
"5082",2006,-72.79357,75.2846,1.31,"H5"
"5083",2006,-72.782222,75.302222,0.83,"L6"
"5084",2006,-72.793611,75.284722,0.75,"H4"
"5085",2006,-72.79139,75.28083,1.57,"L5"
"5086",2006,-72.791389,75.280833,0.83,"L6"
"5087",2006,-72.79056,75.27972,2.22,"L6"
"5088",2006,-72.790556,75.279722,0.67,"H4"
"5089",2006,-72.791389,75.281667,12.67,"L5"
"5090",2006,-72.78778,75.27028,2.55,"L5"
"5091",2006,-72.78778,75.27028,2.51,"L5"
"5092",2006,-72.781944,75.3025,2.47,"L6"
"5093",2006,-72.78778,75.27028,1.44,"L6"
"5094",2006,-72.78778,75.27028,1.81,"L6"
"5095",2006,-72.78778,75.27028,1.44,"L6"
"5096",2006,-72.787778,75.270278,0.76,"L6"
"5097",2006,-72.781111,75.305833,456,"L6"
"5098",2006,-72.781944,75.301944,254,"L6"
"5099",2006,-72.77889,75.31889,336,"L6"
"5100",2006,-72.7675,75.318056,240,"L4"
"5101",2006,-72.778889,75.316667,11.94,"L6"
"5102",2006,-72.77889,75.31667,8.8,"L6"
"5103",2006,-72.778889,75.316667,1.77,"L5"
"5104",2006,-72.778889,75.316667,0.82,"L6"
"5105",2006,-72.77944,75.31861,49.59,"L6"
"5106",2006,-72.77861,75.31861,45.08,"L6"
"5107",2006,-72.781944,75.301944,46.85,"L6"
"5108",2006,-72.778611,75.318611,53.24,"L6"
"5109",2006,-72.78111,75.30583,2.43,"L6"
"5110",2006,-72.778889,75.315556,31.81,"L5"
"5111",2006,-72.77889,75.3156,19.18,"L5"
"5112",2006,-72.78194,75.29806,395,"L6"
"5113",2006,-72.782222,75.301111,225,"L6"
"5114",2006,-72.77917,75.30917,80.25,"L5"
"5115",2006,-72.78111,75.29861,78.43,"L6"
"5116",2006,-72.78,75.2992,49.8,"L6"
"5117",2006,-72.77806,75.30583,3.4,"L6"
"5118",2006,-72.77972,75.30833,21.64,"L6"
"5119",2006,-72.77833,75.30639,16.56,"L5"
"5120",2006,-72.77917,75.30806,8.92,"L6"
"5121",2006,-72.77833,75.305,18.81,"L6"
"5122",2006,-72.78139,75.3,9.09,"L6"
"5123",2006,-72.78167,75.3,26.75,"L6"
"5124",2006,-72.781667,75.3,12.63,"L5"
"5125",2006,-72.78167,75.3,12.38,"L5"
"5126",2006,-72.782222,75.308611,8.45,"L6"
"5127",2006,-72.78222,75.3086,9.1,"L5"
"5128",2006,-72.78083,75.30111,3.85,"L6"
"5129",2006,-72.78083,75.30111,1.79,"L6"
"5130",2006,-72.7825,75.30028,8.79,"L6"
"5131",2006,-72.7825,75.30028,4.92,"L6"
"5132",2006,-72.7825,75.3003,2.8,"L6"
"5133",2006,-72.7825,75.30028,3.27,"L6"
"5134",2006,-72.7825,75.300278,1.4,"L5"
"5135",2006,-72.7825,75.300278,0.77,"L6"
"5136",2006,-72.779167,75.310556,8.39,"L6"
"5137",2006,-72.77972,75.3075,3.22,"L6"
"5138",2006,-72.77972,75.3075,3.27,"L6"
"5139",2006,-72.77972,75.3075,1.53,"L6"
"5140",2006,-72.77972,75.3075,1.75,"L4"
"5141",2006,-72.780556,75.3075,5.01,"L6"
"5142",2006,-72.780556,75.3075,2.96,"L5"
"5143",2006,-72.779167,75.310556,2.61,"L6"
"5144",2006,-72.78194,75.30056,1.8,"L6"
"5145",2006,-72.78194,75.30056,2.43,"L6"
"5146",2006,-72.781944,75.300556,1.45,"L5"
"5147",2006,-72.78194,75.30056,1.27,"L6"
"5148",2006,-72.781944,75.300556,0.7,"L6"
"5149",2006,-72.781944,75.300556,0.77,"L5"
"5150",2006,-72.781944,75.300556,0.7,"L5"
"5151",2006,-72.82528,75.35194,80.38,"H4"
"5152",2006,-72.779167,75.310556,20.23,"H5"
"5153",2006,-72.783889,75.269444,12.91,"H5"
"5154",2006,-72.78389,75.26944,6.46,"H5"
"5155",2006,-72.783889,75.269444,2.86,"H5"
"5156",2006,-72.78583,75.27472,5.44,"H-metal"
"5157",2006,-72.78333,75.26944,4.91,"H3"
"5158",2006,-72.785,75.29694,2.79,"H4"
"5159",2006,-72.779167,75.310556,1.59,"H4"
"5160",2006,-72.785,75.29694,2.15,"H6"
"5161",2006,-72.78944,75.27833,6.87,"H5"
"5162",2006,-72.783056,75.276667,12.02,"L5"
"5163",2006,-72.78639,75.28917,1.51,"H4"
"5164",2006,-72.786667,75.286389,0.67,"H5"
"5165",2006,-72.84528,75.21778,18.63,"H4"
"5166",2006,-72.786389,75.293611,2.98,"L5"
"5167",2006,-72.82556,75.35139,2812,"H4"
"5168",2006,-72.825556,75.357778,1730,"H4"
"5169",2006,-72.82556,75.35278,2.42,"H4"
"5170",2006,-72.778889,75.313611,12.08,"H3"
"5171",2006,-72.78667,75.28333,11.78,"H5"
"5172",2006,-72.82528,75.3556,2.21,"L5"
"5173",2006,-72.825,75.35611,27.88,"L5"
"5174",2006,-72.82556,75.35,8.95,"H4"
"5175",2006,-72.788611,75.283056,2.59,"L6"
"5176",2006,-72.78639,75.28361,11.48,"L6"
"5177",2006,-72.825,75.35417,1.39,"L6"
"5178",2006,-72.825,75.354167,1.34,"L5"
"5179",2006,-72.778889,75.313611,0.82,"H6"
"5180",2006,-72.78028,75.27417,197.06,"L6"
"5181",2006,-72.78028,75.27583,50.41,"L5"
"5182",2006,-72.779722,75.275833,54.15,"L5"
"5183",2006,-72.77972,75.26944,2.92,"L5"
"5184",2006,-72.778056,75.272778,20.21,"H5"
"5185",2006,-72.77833,75.27333,2.51,"L5"
"5186",2006,-72.778333,75.273333,1.86,"H5"
"5187",2006,-72.78111,75.27139,5.84,"L5"
"5188",2006,-72.78111,75.31194,1.59,"H5"
"5189",2006,-72.781389,75.271389,1.4,"L6"
"5190",2006,-72.778889,75.313611,1.56,"H6"
"5191",2006,-72.781389,75.271389,0.76,"L6"
"5192",2006,-72.781389,75.271389,0.77,"L5"
"5193",2006,-72.778889,75.313611,0.76,"H4"
"5194",2006,-72.78528,75.26861,1.1,"H5"
"5195",2006,-72.785,75.27139,1.88,"H5"
"5196",2006,-72.785,75.27139,2.13,"H5"
"5197",2006,-72.785,75.27139,1.53,"H4"
"5198",2006,-72.785,75.271389,1.41,"H4"
"5199",2006,-72.785,75.271389,0.96,"L6"
"5200",2006,-72.785,75.271389,0.76,"L5"
"5201",2006,-72.785,75.27139,0.51,"H6"
"5202",2006,-72.78194,75.27056,1.28,"L6"
"5203",2006,-72.77944,75.27,6.87,"L5"
"5204",2006,-72.77944,75.27,6.45,"H4"
"5205",2006,-72.77932,75.2701,6.49,"H5"
"5206",2006,-72.77944,75.27,2.16,"L6"
"5207",2006,-72.783889,75.2725,1.41,"H4"
"5208",2006,-72.778889,75.313611,1.29,"L6"
"5209",2006,-72.78389,75.2725,1.28,"H5"
"5210",2006,-72.78389,75.2725,1.19,"L5"
"5211",2006,-72.783889,75.2725,0.83,"H6"
"5212",2006,-72.786389,75.276389,0.76,"H4"
"5213",2006,-72.778889,75.313611,0.82,"H5"
"5214",2006,-72.786944,75.273611,2.46,"L4"
"5215",2006,-72.771667,75.325278,7.08,"LL6"
"5216",2006,-72.7675,75.418611,5.07,"L5"
"5217",2006,-72.779444,75.285833,2.19,"L6"
"5218",2006,-72.7775,75.28389,1.27,"H5"
"5219",2006,-72.77758,75.284,1.74,"L5"
"5220",2006,-72.778889,75.313611,0.76,"H6"
"5221",2006,-72.784444,75.280278,1.46,"L6"
"5222",2006,-72.78444,75.28028,2.16,"L6"
"5223",2006,-72.78444,75.28028,2.96,"L5"
"5224",2006,-72.78444,75.28028,2.8,"H5"
"5225",2006,-72.78431,75.2802,2.5,"L5"
"5226",2006,-72.78444,75.28028,1.76,"L6"
"5227",2006,-72.784444,75.280278,1.6,"L6"
"5228",2006,-72.773056,75.339167,0.96,"L6"
"5229",2006,-72.78444,75.28028,1.53,"L6"
"5230",2006,-72.78444,75.28028,1.27,"L5"
"5231",2006,-72.79444,75.28028,1.44,"L6"
"5232",2006,-72.790278,75.273056,0.94,"L5"
"5233",2006,-72.79028,75.27306,0.51,"L6"
"5234",2006,-72.77917,75.28528,3.93,"H4"
"5235",2006,-72.78722,75.27444,1.49,"H5"
"5236",2006,-72.78728,75.2744,1.19,"H5"
"5237",2006,-72.787222,75.274444,0.96,"H6"
"5238",2006,-72.787222,75.274444,0.77,"H4"
"5239",2006,-72.785,75.28333,0.83,"H5"
"5240",2006,-72.785,75.28333,0.84,"H5"
"5241",2006,-72.785,75.283333,1.61,"H5"
"5242",2006,-72.78505,75.2835,1.31,"H5"
"5243",2006,-72.773056,75.339167,0.94,"H6"
"5244",2006,-72.785,75.28333,0.51,"H5"
"5245",2006,-72.785,75.28333,0.52,"H5"
"5246",2006,-72.7875,75.270278,1.47,"L6"
"5247",2006,-72.7875,75.27028,1.18,"H6"
"5248",2006,-72.786667,75.278889,1.47,"L5"
"5249",2006,-72.78667,75.27889,0.52,"L5"
"5250",2006,-72.773056,75.339167,1.29,"L6"
"5251",2006,-72.79278,75.27472,1.18,"L6"
"5252",2006,-72.792778,75.274722,0.84,"L5"
"5253",2006,-72.792778,75.274722,0.77,"L6"
"5254",2006,-72.79278,75.27472,0.51,"L5"
"5255",2006,-72.779722,75.295278,1.2,"H4"
"5256",2006,-72.7825,75.31139,2.51,"H4"
"5257",2006,-72.784722,75.296944,2.45,"L6"
"5258",2006,-72.773056,75.339167,0.83,"L6"
"5259",2006,-72.78278,75.29583,1.76,"L6"
"5260",2006,-72.782222,75.295833,0.95,"L6"
"5261",2006,-72.78139,75.29778,1.59,"L6"
"5262",2006,-72.780833,75.296667,1.47,"L6"
"5263",2006,-72.773056,75.339167,1.33,"H5"
"5264",2006,-72.779167,75.3025,0.84,"L4"
"5265",2006,-72.78194,75.28111,0.51,"L6"
"5266",2006,-72.77917,75.32278,15.55,"L6"
"5267",2006,-72.78,75.27944,4.96,"L6"
"5268",2006,-72.78,75.27944,2.53,"L5"
"5269",2006,-72.78,75.279444,1.17,"L6"
"5270",2006,-72.77611,75.3342,1.54,"L5"
"5271",2006,-72.776111,75.334167,5.27,"L5"
"5272",2006,-72.776111,75.334167,1.83,"L6"
"5273",2006,-72.773056,75.339167,1.45,"L6"
"5274",2006,-72.779722,75.298056,425,"L6"
"5275",2006,-72.78194,75.29667,155.7,"L6"
"5276",2006,-72.78056,75.29944,65.49,"L6"
"5277",2006,-72.780556,75.299444,12.81,"L6"
"5278",2006,-72.78056,75.29944,3.95,"H4"
"5279",2006,-72.773056,75.339444,76.41,"L6"
"5280",2006,-72.78,75.297778,1.84,"H-imp melt"
"5281",2006,-72.77528,75.33306,3.82,"L5"
"5282",2006,-72.77639,75.33278,2.82,"L5"
"5283",2006,-72.775,75.335833,2.84,"L6"
"5284",2006,-72.77556,75.33111,2.92,"H6"
"5285",2006,-72.77583,75.33167,2.2,"L6"
"5286",2006,-72.776111,75.334722,0.77,"H5"
"5287",2006,-72.77667,75.33056,0.51,"L6"
"5288",2006,-72.77806,75.29056,15.43,"L6"
"5289",2006,-72.782222,75.296944,0.78,"H5"
"5290",2006,-72.91583,75.10083,3.36,"H6"
"5291",2006,-72.91417,75.1075,13.34,"H5"
"5292",2006,-72.91825,75.087,1.74,"H4"
"5293",2006,-72.773333,75.328611,3.01,"H4"
"5294",2006,-72.91611,75.10028,222,"H6"
"5295",2006,-72.91611,75.10028,197.71,"H3"
"5296",2006,-72.91611,75.10028,60.88,"H4"
"5297",2006,-72.91611,75.10028,50.74,"H4"
"5298",2006,-72.91611,75.10028,11.48,"H5"
"5299",2006,-72.91611,75.1003,8.23,"L5"
"5300",2006,-72.91611,75.10028,6.32,"H4"
"5301",2006,-72.91611,75.10028,4.14,"H4"
"5302",2006,-72.91611,75.1003,3.39,"H5"
"5303",2006,-72.916111,75.100278,1.78,"H5"
"5304",2006,-72.91611,75.10028,3.42,"H4"
"5305",2006,-72.91611,75.10028,3.33,"H4"
"5306",2006,-72.91611,75.1003,1.19,"H5"
"5307",2006,-72.91611,75.10028,1.53,"H5"
"5308",2006,-72.94056,75.1575,873,"L4"
"5309",2006,-72.99889,75.18722,1.31,"L6"
"5310",2006,-72.998889,75.187222,1.2,"L6"
"5311",2006,-72.99889,75.18722,1.31,"L6"
"5312",2006,-72.99889,75.18722,0.51,"L5"
"5313",2006,-72.99889,75.18722,0.52,"L5"
"5314",2006,-72.99889,75.18722,0.52,"L5"
"5315",2006,-72.99889,75.18722,0.52,"L6"
"5316",2006,-72.99889,75.1872,0.52,"L5"
"5317",2006,-72.99889,75.18722,2.78,"L5"
"5318",2006,-72.773333,75.328611,5.2,"L5"
"5319",2006,-72.998889,75.187222,5.19,"L4"
"5320",2006,-72.99889,75.18722,2.14,"L5"
"5321",2006,-72.998889,75.187222,1.33,"L6"
"5322",2006,-72.99889,75.18722,2.9,"L5"
"5323",2006,-72.99889,75.18722,2.14,"L5"
"5324",2006,-72.99889,75.18722,1.28,"L5"
"5325",2006,-72.773333,75.328611,1.55,"L5"
"5326",2006,-72.998889,75.187222,2.59,"L5"
"5327",2006,-72.773333,75.328611,1.41,"L5"
"5328",2006,-72.99889,75.18722,2.92,"L5"
"5329",2006,-72.99889,75.18722,1.39,"L6"
"5330",2006,-72.998889,75.187222,1.4,"L6"
"5331",2006,-72.99889,75.18722,1.53,"H5"
"5332",2006,-72.998889,75.187222,1.55,"L5"
"5333",2006,-72.773889,75.326944,1.45,"L5"
"5334",2006,-72.99889,75.1872,1.81,"L5"
"5335",2006,-72.773889,75.326944,2.6,"L5"
"5336",2006,-72.998889,75.187222,2.19,"L6"
"5337",2006,-72.99889,75.18722,2.2,"L5"
"5338",2006,-72.99889,75.18722,3.95,"H4"
"5339",2006,-72.99889,75.18722,3.45,"L5"
"5340",2006,-72.99889,75.1872,0.52,"L5"
"5341",2006,-72.99889,75.18722,0.52,"L5"
"5342",2006,-72.99889,75.18722,0.52,"H5"
"5343",2006,-72.99889,75.18722,0.84,"Mesosiderite"
"5344",2006,-72.99889,75.18722,0.72,"H4"
"5345",2006,-72.99889,75.18722,1.58,"L6"
"5346",2006,-72.998889,75.187222,1.31,"L4"
"5347",2006,-72.99889,75.18722,0.51,"L5"
"5348",2006,-72.99889,75.18722,0.51,"L6"
"5349",2006,-72.99889,75.1872,0.26,"L4"
"5350",2006,-72.99889,75.18722,0.51,"L5"
"5351",2006,-72.99889,75.18722,0.52,"L6"
"5352",2006,-72.99889,75.18722,0.23,"Mesosiderite"
"5353",2006,-72.99889,75.18722,0.4,"L5"
"5354",2006,-72.99889,75.18722,0.24,"L-metal"
"5355",2006,-72.99889,75.18722,0.17,"Mesosiderite"
"5356",2006,-72.99889,75.1872,0.51,"L5"
"5357",2006,-72.99889,75.18722,0.35,"L5"
"5358",2006,-72.99889,75.1872,0.25,"L5"
"5359",2006,-72.99889,75.18722,1.38,"H-metal"
"5360",2006,-72.99333,75.21833,396.4,"Mesosiderite"
"5361",2009,-72.79642,74.69339,221.5,"L4"
"5362",2010,-72.91661,75.10519,30.8,"H4"
"5363",2010,-72.77922,75.31547,698.93,"L6"
"5364",2010,-72.77922,75.31547,365.85,"L5"
"5365",2010,-72.77922,75.31547,141.85,"L5"
"5366",2010,-72.77922,75.31547,266.37,"L5"
"5367",2010,-72.77894,75.31608,156.38,"L5"
"5368",2010,-72.77781,75.31547,622.9,"L5"
"5369",2010,-72.77717,75.31267,235.73,"L5"
"5370",2010,-72.77747,75.31275,354.65,"L5"
"5371",2010,-72.77628,75.31356,106.16,"L5"
"5372",2010,-72.77769,75.31247,234.76,"L5"
"5373",2010,-72.77772,75.31269,562,"L5"
"5374",2010,-72.77825,75.31536,259.2,"L5"
"5375",2010,-72.77794,75.31386,88.08,"L4"
"5376",2010,-72.77847,75.31425,92.99,"L5"
"5377",2010,-72.91086,75.10242,14.73,"L4"
"5378",2010,-72.91147,75.10686,12.3,"L4"
"5379",2010,-72.9345,75.31703,67.19,"L3"
"5380",2010,-72.9345,75.31703,13.3,"Ureilite"
"5381",2010,-72.82531,75.35544,28.25,"H4"
"5382",2010,-72.82531,75.35544,85.32,"H4"
"5383",2010,-72.82531,75.35544,485.7,"H5"
"5384",2010,-72.82531,75.35544,83.13,"H4"
"5385",2010,-72.82531,75.35544,11.58,"H4"
"5386",2010,-72.77886,75.31447,85.9,"L5"
"5387",2010,-72.77886,75.31447,129.33,"L5"
"5388",2010,-72.77886,75.31447,66.27,"L4"
"5389",2010,-72.77886,75.31447,227.61,"LL5"
"5390",2010,-72.77886,75.31447,312.39,"L5"
"5391",2010,-72.77886,75.31447,165.73,"L6"
"5392",2010,-72.89144,74.9485,28.25,"H5"
"5393",2010,-72.89144,74.9485,16.19,"LL4"
"5394",2010,-72.89144,74.9485,13.87,"L5"
"5395",2010,-72.89144,74.9485,24.65,"L5"
"5396",2010,-72.89144,74.9485,14.87,"L5"
